,host_response_rate,host_is_superhost,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,availability_60,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,is_business_travel_ready,cancellation_policy,zvi,Number_of_days_as_host,number_of_amenities,review_period
2128,100,f,5,1.0,2.0,2.0,122,0,90,4,50,50,80,84,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,1453.0,33,748.0
2129,100,t,4,1.0,1.0,1.0,149,400,50,4,20,18,48,138,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,1149.0,69,769.0
2130,100,t,4,1.5,2.0,2.0,250,300,120,4,25,0,12,25,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,1080.0,32,751.0
2131,100,t,2,1.0,1.0,1.0,137,0,0,1,75,53,83,23,98.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,2185,1829.0,31,693.0
2132,100,f,6,1.0,2.0,3.0,170,100,75,4,25,26,47,42,92.0,10.0,9.0,10.0,10.0,9.0,9.0,f,moderate,2185,846.0,36,759.0
2133,100,f,4,1.0,2.0,2.0,118,200,60,2,20,0,0,73,95.0,10.0,10.0,10.0,10.0,9.0,9.0,f,moderate,2185,1369.0,20,710.0
2134,0,f,4,1.0,1.0,1.0,185,0,60,1,0,0,0,17,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,807.0,25,327.0
2135,100,f,3,1.0,1.0,2.0,63,0,20,1,0,21,51,53,95.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,2185,1304.0,43,686.0
2136,100,f,5,2.0,2.0,2.0,200,0,100,2,25,0,1,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,1107.0,31,22.0
2137,0,f,4,1.0,2.0,2.0,165,0,25,4,10,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,1229.0,18,252.0
2138,100,f,2,1.0,1.0,1.0,125,0,30,1,0,3,33,32,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,1330.0,47,691.0
2139,100,t,4,1.0,1.0,1.0,150,0,40,1,0,24,54,45,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,833.0,43,428.0
2140,100,t,2,1.0,1.0,1.0,149,0,50,1,0,37,64,57,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,749.0,31,679.0
2141,94,f,8,1.0,2.0,6.0,225,400,125,3,25,25,55,20,95.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,1791.0,27,658.0
2142,100,t,10,2.5,3.0,5.0,600,600,225,10,35,27,53,55,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,1760.0,41,665.0
2143,100,f,4,1.0,2.0,2.0,108,500,50,2,25,37,62,67,93.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,2185,1763.0,29,649.0
2144,100,t,3,1.0,0.0,2.0,99,300,59,2,25,20,45,97,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,1100.0,35,658.0
2145,0,f,3,1.0,1.0,1.0,95,0,0,3,30,0,0,9,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,723.0,19,372.0
2146,100,t,5,1.0,2.0,3.0,119,250,69,4,20,43,70,60,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,2185,2049.0,46,526.0
2147,100,t,8,1.0,2.0,2.0,65,0,60,3,28,26,26,75,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,2347.0,46,594.0
2148,90,f,1,2.0,1.0,1.0,89,200,0,2,25,38,68,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,2185,1641.0,12,216.0
2149,100,f,4,1.0,1.0,1.0,47,100,45,2,20,2,2,65,94.0,10.0,9.0,10.0,10.0,10.0,10.0,f,flexible,2185,2116.0,33,338.0
2150,0,f,3,1.0,1.0,1.0,55,0,0,1,0,0,0,3,93.0,9.0,9.0,10.0,10.0,10.0,10.0,f,flexible,2185,645.0,13,172.0
2151,0,f,4,1.0,1.0,1.0,99,500,80,3,100,0,10,25,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,2185,2192.0,46,472.0
2152,100,t,8,2.0,3.0,4.0,209,500,99,6,25,30,56,91,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,875.0,40,581.0
2153,100,t,8,2.0,3.0,3.0,229,500,99,6,25,36,59,81,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,2185,875.0,38,552.0
2154,100,f,6,1.0,2.0,3.0,110,0,70,4,25,28,54,186,92.0,9.0,9.0,10.0,10.0,10.0,9.0,f,flexible,2185,921.0,66,575.0
2155,0,t,4,1.0,1.0,1.0,113,250,75,3,10,0,0,49,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,1457.0,46,336.0
2156,0,t,2,2.0,1.0,1.0,45,0,10,1,5,0,0,28,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,618.0,25,211.0
2157,100,t,6,1.0,2.0,3.0,100,0,89,3,37,27,57,115,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,2309.0,36,525.0
2158,100,t,2,1.0,1.0,1.0,65,0,25,1,15,0,0,29,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,1660.0,40,539.0
2159,100,t,10,1.0,2.0,2.0,59,0,60,3,25,25,25,66,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,2185,1815.0,43,498.0
2160,100,t,10,2.0,4.0,6.0,349,0,129,8,30,39,66,11,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,2049.0,47,523.0
2161,100,t,5,1.0,2.0,3.0,129,250,69,4,20,43,70,61,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,2049.0,45,528.0
2162,100,f,2,1.0,1.0,1.0,57,250,19,2,150,17,40,85,95.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,2185,2842.0,25,504.0
2163,100,t,2,1.0,1.0,1.0,62,0,7,2,15,0,0,34,98.0,10.0,9.0,10.0,10.0,10.0,10.0,f,flexible,2185,951.0,28,502.0
2164,100,t,2,1.0,1.0,1.0,84,300,100,2,200,36,57,35,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,1276.0,33,401.0
2165,100,t,2,1.0,1.0,1.0,225,300,135,2,200,8,29,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,1276.0,33,356.0
2166,100,t,4,2.0,1.0,3.0,150,800,100,4,50,32,62,73,96.0,10.0,10.0,10.0,10.0,10.0,9.0,f,super_strict_60,2185,540.0,38,483.0
2167,100,f,9,1.0,2.0,5.0,234,0,70,6,25,39,68,147,96.0,10.0,10.0,10.0,10.0,10.0,9.0,f,flexible,2185,921.0,45,456.0
2168,100,t,5,1.0,2.0,4.0,199,400,60,5,20,19,46,61,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,536.0,44,427.0
2169,0,f,2,1.0,1.0,1.0,109,0,50,1,0,0,0,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,2210.0,14,24.0
2170,67,f,4,3.0,2.0,2.0,235,0,65,1,0,0,0,16,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,2185,1941.0,19,448.0
2171,0,f,8,3.0,2.0,2.0,0,0,0,1,0,59,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,strict_14_with_grace_period,2185,1468.0,24,0.0
2172,97,f,2,1.0,0.0,1.0,109,0,20,1,0,1,1,97,91.0,9.0,9.0,9.0,10.0,10.0,9.0,f,moderate,2185,1938.0,22,482.0
2173,0,f,5,2.0,2.0,2.0,175,200,40,1,0,0,0,14,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,2185,522.0,14,256.0
2174,100,t,2,1.0,1.0,1.0,10,100,5,1,15,0,0,34,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,1385.0,21,480.0
2175,100,f,14,2.0,4.0,6.0,150,0,175,7,29,20,20,9,98.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,2185,2001.0,44,444.0
2176,90,f,5,1.5,2.0,3.0,300,0,50,1,0,56,86,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,1550.0,23,392.0
2177,90,f,7,2.5,3.0,4.0,350,0,50,1,0,49,79,7,97.0,10.0,9.0,9.0,9.0,10.0,9.0,f,strict_14_with_grace_period,2185,1550.0,22,362.0
2178,100,t,2,1.0,1.0,1.0,78,250,30,1,20,29,59,45,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,2185,855.0,22,426.0
2179,100,t,2,1.0,1.0,1.0,115,0,50,1,0,37,64,33,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,749.0,33,428.0
2180,100,t,12,2.0,3.0,4.0,589,0,125,8,150,37,63,27,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,1525.0,43,456.0
2181,100,t,8,1.0,3.0,6.0,148,275,75,4,25,34,64,27,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,499.0,36,420.0
2182,100,t,2,1.0,1.0,1.0,65,250,30,1,15,24,54,28,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,2185,855.0,36,430.0
2183,0,f,3,1.0,2.0,2.0,300,0,50,1,0,0,0,46,96.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,2185,1482.0,33,223.0
2184,100,f,7,2.5,3.0,5.0,399,0,250,1,0,35,61,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,1534.0,25,419.0
2185,100,f,5,1.0,2.0,2.0,159,0,40,1,19,17,17,44,91.0,9.0,9.0,9.0,9.0,10.0,9.0,f,strict_14_with_grace_period,2185,466.0,22,360.0
2186,100,f,8,2.0,2.0,2.0,175,0,45,1,0,0,0,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,1118.0,26,235.0
2187,100,t,2,1.0,1.0,1.0,85,0,10,1,0,0,0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,2185,1438.0,11,77.0
2188,100,f,2,1.0,1.0,1.0,58,0,29,2,50,21,40,66,95.0,10.0,9.0,10.0,10.0,10.0,10.0,f,flexible,2185,2842.0,21,395.0
2189,100,f,4,2.0,1.0,2.0,145,0,25,2,10,4,4,18,96.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,2185,1281.0,32,398.0
2190,100,f,4,1.0,1.0,2.0,99,200,49,2,15,3,3,48,94.0,9.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,453.0,33,406.0
2191,100,f,12,4.5,5.0,9.0,749,0,299,6,99,18,44,14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,1554.0,62,382.0
2192,100,f,2,1.0,0.0,1.0,110,0,20,1,20,0,0,18,93.0,10.0,10.0,8.0,9.0,10.0,9.0,f,strict_14_with_grace_period,2185,706.0,21,58.0
2193,100,t,16,6.0,9.0,15.0,0,0,299,16,0,16,35,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,2185,875.0,38,213.0
2194,100,f,6,1.0,2.0,3.0,186,0,70,1,0,35,59,59,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,2185,921.0,51,315.0
2195,0,f,3,1.0,1.0,1.0,55,300,24,1,18,0,0,13,87.0,9.0,7.0,10.0,10.0,9.0,9.0,f,flexible,2185,490.0,16,256.0
2196,100,t,4,1.0,0.0,3.0,100,500,100,2,25,24,51,58,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,2185,2052.0,36,358.0
2197,100,t,6,1.0,1.0,3.0,297,350,99,6,40,40,61,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,1760.0,39,317.0
2198,77,f,8,1.0,3.0,3.0,250,250,79,7,50,23,47,48,97.0,10.0,9.0,10.0,10.0,10.0,9.0,f,moderate,2185,419.0,38,354.0
2199,95,f,2,1.0,1.0,1.0,89,100,0,1,0,23,53,65,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,1682.0,29,361.0
2200,95,f,3,1.0,1.0,2.0,73,100,0,1,0,25,55,59,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,2185,1682.0,24,352.0
2201,95,f,2,1.0,1.0,1.0,65,100,0,2,0,26,56,41,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,1682.0,20,352.0
2202,100,t,15,4.0,4.0,5.0,365,0,200,4,30,24,54,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,855.0,41,63.0
2203,95,f,7,1.0,3.0,4.0,180,350,25,7,25,22,52,19,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,1682.0,38,336.0
2204,100,t,4,2.0,2.0,2.0,100,500,100,2,20,7,7,18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,1046.0,27,323.0
2205,100,t,4,1.0,1.0,2.0,127,0,75,2,35,46,76,39,98.0,10.0,9.0,10.0,10.0,10.0,9.0,f,moderate,2185,620.0,36,360.0
2206,0,t,2,1.5,1.0,1.0,90,0,0,1,40,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,1335.0,15,28.0
2207,100,t,14,3.0,3.0,5.0,165,150,45,4,45,21,51,30,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,386.0,41,168.0
2208,0,f,4,2.0,2.0,2.0,150,0,80,1,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,2794.0,25,43.0
2209,100,t,6,1.0,2.0,4.0,99,0,89,3,37,32,62,57,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,2309.0,31,309.0
2210,100,t,2,1.0,1.0,1.0,112,175,69,2,89,31,61,24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,768.0,40,295.0
2211,100,f,10,4.0,5.0,5.0,278,400,224,10,0,38,68,27,99.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,2185,1698.0,33,276.0
2212,100,f,4,1.0,2.0,2.0,117,400,123,4,0,0,2,13,88.0,9.0,9.0,9.0,9.0,9.0,9.0,f,strict_14_with_grace_period,2185,1698.0,32,300.0
2213,100,t,4,1.5,1.0,2.0,150,500,50,4,50,28,58,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,flexible,2185,755.0,26,101.0
2214,100,f,4,1.0,1.0,2.0,85,199,49,2,10,14,42,22,91.0,10.0,9.0,9.0,9.0,10.0,9.0,f,strict_14_with_grace_period,2185,453.0,37,274.0
2215,90,f,4,1.0,1.0,2.0,90,0,50,4,20,23,53,49,95.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,2185,2281.0,18,266.0
2216,100,t,6,2.0,2.0,3.0,79,250,59,4,25,31,51,44,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,354.0,36,285.0
2217,100,t,5,2.0,2.0,3.0,183,0,45,1,10,1,22,14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,724.0,29,160.0
2218,0,f,2,1.0,1.0,1.0,70,0,0,1,0,0,0,8,95.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,2185,314.0,17,33.0
2219,100,f,4,2.5,2.0,2.0,250,250,50,4,25,6,36,7,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,2185,1998.0,23,139.0
2220,100,f,2,1.0,1.0,1.0,35,150,45,2,20,3,3,17,95.0,10.0,9.0,10.0,10.0,10.0,10.0,f,flexible,2185,2116.0,21,257.0
2221,100,t,10,3.0,4.0,5.0,350,500,109,8,25,37,59,30,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,306.0,35,238.0
2222,100,t,7,2.0,3.0,4.0,250,500,79,6,25,30,49,44,96.0,10.0,10.0,10.0,10.0,9.0,9.0,f,moderate,2185,306.0,34,249.0
2223,0,f,4,1.0,1.0,1.0,10,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,flexible,2185,297.0,2,0.0
2224,100,t,9,2.5,2.0,4.0,121,800,175,4,30,32,32,43,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,1287.0,32,256.0
2225,92,t,2,1.0,1.0,1.0,70,0,0,2,50,16,42,94,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,285.0,30,230.0
2226,90,f,8,2.0,2.0,4.0,349,500,100,4,50,4,4,30,91.0,10.0,10.0,10.0,9.0,9.0,9.0,f,strict_14_with_grace_period,2185,285.0,52,140.0
2227,94,f,6,1.0,1.0,1.0,80,300,100,3,20,23,53,6,83.0,9.0,9.0,7.0,8.0,9.0,9.0,f,strict_14_with_grace_period,2185,1791.0,21,125.0
2228,100,f,5,2.0,2.0,3.0,166,0,55,4,25,40,68,16,95.0,10.0,9.0,9.0,10.0,9.0,9.0,f,moderate,2185,1310.0,31,133.0
2229,100,t,4,1.0,2.0,2.0,50,0,60,1,0,28,45,18,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,2185,734.0,35,141.0
2230,100,f,2,1.0,1.0,1.0,85,0,10,1,0,21,37,6,100.0,9.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,2185,1176.0,28,42.0
2231,100,f,2,1.0,1.0,1.0,215,100,20,1,0,3,3,11,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,2185,1365.0,22,149.0
2232,100,t,1,1.0,1.0,1.0,69,200,35,1,40,35,65,13,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,200.0,34,133.0
2233,100,t,1,1.0,1.0,1.0,72,200,35,1,40,35,65,13,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,2185,200.0,45,135.0
2234,90,t,10,2.0,4.0,5.0,262,0,75,10,0,29,50,23,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,964.0,29,131.0
2235,100,t,16,4.0,8.0,8.0,0,500,350,8,25,17,17,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,1815.0,25,54.0
2236,100,t,4,1.0,1.0,2.0,100,0,15,2,30,12,12,8,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,1158.0,28,144.0
2237,100,f,8,1.0,2.0,6.0,200,500,115,4,25,25,55,2,60.0,6.0,10.0,4.0,10.0,8.0,6.0,f,strict_14_with_grace_period,2185,1986.0,18,59.0
2238,100,f,4,1.0,1.0,2.0,184,500,115,4,25,23,53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,strict_14_with_grace_period,2185,1986.0,17,0.0
2239,0,t,2,1.0,1.0,1.0,95,0,75,1,0,0,0,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,2185,189.0,25,56.0
2240,100,f,4,1.0,1.0,2.0,124,0,75,3,20,18,48,6,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,2185,318.0,31,30.0
2241,100,f,8,3.0,4.0,5.0,500,250,30,1,0,39,69,5,88.0,10.0,8.0,10.0,10.0,9.0,9.0,f,flexible,2185,941.0,24,62.0
2242,100,f,2,1.0,0.0,1.0,64,500,98,2,0,29,29,4,95.0,10.0,10.0,10.0,10.0,10.0,8.0,f,strict_14_with_grace_period,2185,1698.0,32,91.0
2243,100,f,2,1.0,0.0,1.0,699,500,98,2,0,24,24,5,88.0,10.0,10.0,9.0,8.0,9.0,9.0,f,strict_14_with_grace_period,2185,1698.0,31,94.0
2244,100,t,4,1.0,2.0,0.0,149,300,80,2,25,20,37,17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,1100.0,38,75.0
2245,100,t,8,3.5,4.0,4.0,785,500,225,8,95,35,56,12,98.0,10.0,10.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,2185,1276.0,43,83.0
2246,100,t,4,1.0,2.0,2.0,84,0,25,4,20,21,21,20,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,774.0,13,107.0
2247,100,f,2,1.0,1.0,2.0,69,300,28,1,24,0,0,9,100.0,10.0,9.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,2185,2139.0,25,71.0
2248,100,t,2,1.0,1.0,1.0,59,0,5,2,20,0,0,2,100.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,2185,774.0,14,52.0
2249,100,t,2,1.0,1.0,1.0,59,0,5,2,20,0,0,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,2185,774.0,14,2.0
2250,100,t,2,1.5,1.0,1.0,50,150,30,1,25,53,83,13,97.0,10.0,10.0,9.0,9.0,10.0,10.0,f,strict_14_with_grace_period,2185,200.0,39,114.0
2251,100,t,1,1.5,1.0,1.0,45,150,35,1,25,52,82,8,93.0,9.0,10.0,10.0,9.0,10.0,9.0,f,strict_14_with_grace_period,2185,200.0,43,90.0
2252,46,f,3,1.0,0.0,1.0,149,100,55,1,0,38,68,4,100.0,9.0,10.0,10.0,9.0,10.0,10.0,f,moderate,2185,883.0,34,99.0
2253,87,t,5,1.0,1.0,4.0,175,250,59,4,25,38,68,14,93.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,2185,2450.0,37,99.0
2254,100,t,2,1.0,1.0,1.0,70,100,15,1,0,9,9,13,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,2185,1842.0,19,90.0
2255,100,f,8,1.0,3.0,3.0,200,0,0,1,0,48,78,22,95.0,10.0,9.0,9.0,9.0,10.0,10.0,f,strict_14_with_grace_period,2185,148.0,18,96.0
2256,100,f,6,3.0,3.0,2.0,500,0,50,1,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,2185,1912.0,17,48.0
2257,100,f,4,1.0,1.0,2.0,80,0,65,2,30,25,51,21,94.0,9.0,10.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,2185,145.0,45,94.0
2258,100,f,7,1.0,2.0,4.0,138,0,30,4,10,30,60,5,88.0,8.0,9.0,9.0,9.0,10.0,9.0,f,strict_14_with_grace_period,2185,981.0,24,28.0
2259,85,f,4,2.0,2.0,2.0,199,500,100,4,50,51,78,7,86.0,9.0,9.0,9.0,9.0,9.0,9.0,f,moderate,2185,283.0,34,77.0
2260,85,f,4,2.0,2.0,2.0,75,500,100,4,50,41,71,12,93.0,9.0,9.0,10.0,9.0,10.0,9.0,f,moderate,2185,283.0,34,78.0
2261,100,f,16,2.5,5.0,7.0,832,0,200,8,25,41,66,11,95.0,10.0,10.0,9.0,10.0,10.0,9.0,f,strict_14_with_grace_period,2185,128.0,46,94.0
2262,100,t,8,1.0,2.0,4.0,160,150,45,4,45,43,61,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,386.0,44,63.0
2263,100,t,6,1.0,1.0,2.0,159,100,60,2,30,27,57,15,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,2185,1929.0,44,70.0
2264,100,f,8,1.0,0.0,4.0,250,200,40,4,30,26,32,8,90.0,9.0,9.0,9.0,9.0,10.0,9.0,f,flexible,2185,2116.0,32,49.0
2265,100,t,7,2.0,3.0,3.0,200,300,100,7,50,4,4,18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,2185,612.0,35,61.0
2266,100,f,3,1.0,1.0,1.0,89,0,25,2,30,4,16,13,95.0,10.0,9.0,10.0,10.0,10.0,9.0,f,moderate,2185,305.0,19,35.0
2267,85,f,4,2.0,2.0,2.0,199,500,100,1,50,57,87,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,2185,283.0,17,6.0
2268,100,f,8,2.0,3.0,5.0,275,0,125,6,25,24,42,17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,104.0,38,68.0
2269,100,f,4,1.0,1.0,2.0,195,0,0,3,25,56,86,8,94.0,9.0,10.0,9.0,9.0,10.0,9.0,f,strict_14_with_grace_period,2185,2141.0,27,38.0
2270,100,f,2,1.0,1.0,1.0,150,0,30,1,15,3,3,8,94.0,9.0,9.0,10.0,10.0,9.0,9.0,f,moderate,2185,101.0,16,34.0
2271,100,t,11,2.0,3.0,7.0,400,500,100,4,50,38,68,7,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,2185,194.0,30,57.0
2272,100,f,2,1.5,1.0,1.0,110,0,0,1,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2185,914.0,24,18.0
2273,100,f,2,1.0,1.0,1.0,85,0,20,1,0,9,9,10,98.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,2185,1022.0,30,32.0
2274,100,t,2,1.0,1.0,1.0,105,0,10,1,0,10,33,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,2185,1241.0,34,16.0
2275,100,f,6,2.0,3.0,3.0,149,0,50,1,0,20,40,17,99.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,2185,79.0,43,36.0
2276,100,f,2,1.0,1.0,1.0,75,0,45,1,0,4,4,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,2185,1111.0,18,16.0
2277,83,f,6,3.0,3.0,3.0,400,0,150,2,50,3,11,2,100.0,10.0,10.0,10.0,9.0,10.0,10.0,f,strict_14_with_grace_period,2185,1045.0,24,29.0
2278,100,f,4,1.0,2.0,2.0,229,0,0,1,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,2185,933.0,20,0.0
2279,94,f,2,1.0,1.0,1.0,90,100,60,1,0,15,44,6,90.0,10.0,9.0,9.0,10.0,9.0,9.0,f,moderate,2185,1300.0,46,32.0
2280,100,f,4,2.0,2.0,2.0,125,500,60,1,0,7,7,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,flexible,2185,1250.0,34,8.0
2281,100,f,2,1.0,1.0,1.0,59,100,30,1,20,7,7,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,2185,1250.0,25,0.0
2282,100,f,1,1.0,1.0,1.0,64,100,50,1,10,41,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,super_strict_60,2185,734.0,21,0.0
2283,84,f,7,1.0,2.0,5.0,170,0,0,1,0,45,75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,moderate,2185,251.0,17,0.0
2284,77,f,6,1.0,2.0,3.0,157,250,55,1,0,45,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,flexible,2185,419.0,16,0.0
